,accuracy,clf,f1_score,precision,recall,uncover_percentage
226,0.753968253968254,AdaBoostClassifier,0.41111111111111115,0.49092373005416484,0.40960960960960957,0.25
227,0.9047619047619048,AdaBoostClassifier,0.6073412698412698,0.6017857142857143,0.6240079365079365,0.25
228,0.8809523809523809,AdaBoostClassifier,0.43253968253968256,0.3983516483516483,0.5214285714285715,0.25
229,0.8492063492063492,AdaBoostClassifier,0.3992688340514427,0.3776515151515151,0.4523809523809524,0.25
230,0.11904761904761904,AdaBoostClassifier,0.07974137931034482,0.2948051948051948,0.20175438596491227,0.25
231,0.9126984126984127,AdaBoostClassifier,0.5054180818372959,0.4985754985754986,0.5125661375661376,0.25
232,0.2222222222222222,AdaBoostClassifier,0.19999999999999998,0.3829545454545454,0.3054054054054054,0.25
233,0.8809523809523809,AdaBoostClassifier,0.31223628691983124,0.29365079365079366,0.3333333333333333,0.25
234,0.8968253968253969,AdaBoostClassifier,0.5064182194616977,0.5275443510737629,0.49399399399399396,0.25
235,0.8174603174603174,AdaBoostClassifier,0.4168670835337502,0.42639517345399697,0.467989417989418,0.25
236,0.873015873015873,AdaBoostClassifier,0.5085784313725491,0.5153508771929824,0.5033670033670034,0.25
237,0.9126984126984127,AdaBoostClassifier,0.6727361722956436,0.7241545893719806,0.6399470899470899,0.25
238,0.8095238095238095,AdaBoostClassifier,0.37068357998590556,0.3651207225985756,0.5146198830409356,0.25
239,0.8333333333333334,AdaBoostClassifier,0.33742690058479535,0.332183908045977,0.3428571428571429,0.25
240,0.8412698412698413,AdaBoostClassifier,0.4033927736592533,0.37350385309067063,0.5621212121212121,0.25
241,0.8333333333333334,AdaBoostClassifier,0.350127494944166,0.3324256864079873,0.39848484848484844,0.25
242,0.47619047619047616,AdaBoostClassifier,0.2185792349726776,0.28169014084507044,0.17857142857142858,0.25
243,0.19047619047619047,AdaBoostClassifier,0.11175683778423505,0.2227106227106227,0.11073573573573574,0.25
244,0.8174603174603174,AdaBoostClassifier,0.36442405708460757,0.35269778219132736,0.43392857142857144,0.25
245,0.7142857142857143,AdaBoostClassifier,0.3562856285628562,0.358974358974359,0.44044044044044045,0.25
246,0.8571428571428571,AdaBoostClassifier,0.30769230769230765,0.2857142857142857,0.3333333333333333,0.25
247,0.8650793650793651,AdaBoostClassifier,0.3961988304093567,0.4330532212885154,0.3878231859883236,0.25
248,0.8809523809523809,AdaBoostClassifier,0.5982142857142857,0.5827320827320828,0.6308270676691728,0.25
249,0.8492063492063492,AdaBoostClassifier,0.40952380952380957,0.3837077376900386,0.4551694551694552,0.25
250,0.8974358974358975,RandomForestClassifier,0.45913621262458465,0.47297297297297297,0.4519230769230769,0.3
251,0.8717948717948718,RandomForestClassifier,0.3644603458556947,0.38126843657817105,0.36710239651416127,0.3
252,0.8547008547008547,RandomForestClassifier,0.35430359937402195,0.34441896024464835,0.3649267399267399,0.3
253,0.8717948717948718,RandomForestClassifier,0.37524780515434725,0.3672619047619048,0.38562091503267976,0.3
254,0.8888888888888888,RandomForestClassifier,0.37199180747567845,0.3871681415929203,0.3717948717948718,0.3
255,0.8888888888888888,RandomForestClassifier,0.427390180878553,0.4702380952380952,0.4134304207119741,0.3
256,0.8461538461538461,RandomForestClassifier,0.37777777777777777,0.37777777777777777,0.37777777777777777,0.3
257,0.8717948717948718,RandomForestClassifier,0.31336405529953915,0.30088495575221236,0.3269230769230769,0.3
258,0.8888888888888888,RandomForestClassifier,0.32098765432098764,0.3151515151515151,0.3270440251572327,0.3
259,0.8888888888888888,RandomForestClassifier,0.3755907700861829,0.47321428571428575,0.3609364081062194,0.3
260,0.8803418803418803,RandomForestClassifier,0.440955766192733,0.43081039755351686,0.45179738562091504,0.3
261,0.8717948717948718,RandomForestClassifier,0.368733850129199,0.4064327485380117,0.3703703703703704,0.3
262,0.905982905982906,RandomForestClassifier,0.5812363347247068,0.8035714285714285,0.5134304207119741,0.3
263,0.8888888888888888,RandomForestClassifier,0.3845679012345679,0.3898809523809524,0.3856837606837607,0.3
264,0.8974358974358975,RandomForestClassifier,0.4361968306922435,0.6345029239766081,0.40420227920227925,0.3
265,0.8888888888888888,RandomForestClassifier,0.5124439423504844,0.7505050505050505,0.47451159951159944,0.3
266,0.8803418803418803,RandomForestClassifier,0.31498470948012236,0.30116959064327486,0.3301282051282051,0.3
267,0.9230769230769231,RandomForestClassifier,0.4046546546546546,0.4239766081871345,0.39691358024691353,0.3
268,0.8632478632478633,RandomForestClassifier,0.308868501529052,0.28774928774928776,0.3333333333333333,0.3
269,0.8803418803418803,RandomForestClassifier,0.31212121212121213,0.2934472934472934,0.3333333333333333,0.3
270,0.9145299145299145,RandomForestClassifier,0.4653377630121816,0.4608999563128004,0.4699011680143756,0.3
271,0.8632478632478633,RandomForestClassifier,0.36419753086419754,0.45652173913043476,0.3633663366336634,0.3
272,0.8717948717948718,RandomForestClassifier,0.3767249964433063,0.3922018348623853,0.37133699633699635,0.3
273,0.8803418803418803,RandomForestClassifier,0.42428940568475443,0.43392857142857144,0.4220989366620434,0.3
274,0.8547008547008547,RandomForestClassifier,0.3072196620583717,0.2849002849002849,0.3333333333333333,0.3
275,0.8803418803418803,AdaBoostClassifier,0.3860006795786612,0.6264367816091955,0.375,0.3
276,0.8717948717948718,AdaBoostClassifier,0.4269005847953216,0.40841121495327104,0.4485294117647059,0.3
277,0.8376068376068376,AdaBoostClassifier,0.4823620823620824,0.7237266279819471,0.6684472934472935,0.3
278,0.8974358974358975,AdaBoostClassifier,0.5093167701863354,0.4711538461538461,0.5703883495145631,0.3
279,0.8803418803418803,AdaBoostClassifier,0.31212121212121213,0.2934472934472934,0.3333333333333333,0.3
280,0.8717948717948718,AdaBoostClassifier,0.36728395061728397,0.4064327485380117,0.36710239651416127,0.3
281,0.8547008547008547,AdaBoostClassifier,0.5160716027704614,0.5468646864686468,0.5186868686868686,0.3
